X,Y,fid,GEOID,NAME,UATYPE,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG,Tmax1,icon_url
-93.872665,39.181157,"1834","49447","Lexington, MO Urban Cluster",C,"6429983","26586",2.483,0.01,39.181157,-93.872665,19.189151763916,./0.png
-99.74358,40.779099,"1835","49474","Lexington, NE Urban Cluster",C,"9844714","34285",3.801,0.013,40.779099,-99.74358,8.10642719268799,./0.png
-88.387649,35.666698,"1836","49528","Lexington, TN Urban Cluster",C,"15536562","6182",5.999,0.002,35.666698,-88.387649,26.2777042388916,./0.png
-79.424391,37.789759,"1837","49555","Lexington, VA Urban Cluster",C,"15185214","138646",5.863,0.054,37.789759,-79.424391,28.7254543304443,./0.png
-84.495346,38.023468,"1838","49582","Lexington-Fayette, KY Urbanized Area",U,"226808275","2101517",87.571,0.811,38.023468,-84.495346,28.3056659698486,./0.png
-76.466475,38.308654,"1839","49594","Lexington Park--California--Chesapeake Ranch Estates, MD Urbanized Area",U,"129543273","10888258",50.017,4.204,38.308654,-76.466475,21.518274307251,./0.png
-115.562191,48.393944,"1840","49609","Libby, MT Urban Cluster",C,"7445563","88005",2.875,0.034,48.393944,-115.562191,13.3663692474365,./0.png
-100.93533,37.044718,"1841","49636","Liberal, KS Urban Cluster",C,"23918277","0",9.235,0,37.044718,-100.93533,20.7310352325439,./0.png
-74.742618,41.796663,"1842","49663","Liberty, NY Urban Cluster",C,"5916318","0",2.284,0,41.796663,-74.742618,12.5850067138672,./0.png
-94.788143,30.063237,"1843","49690","Liberty, TX Urban Cluster",C,"9048696","0",3.494,0,30.063237,-94.788143,28.7223358154297,./0.png
-85.595922,41.461938,"1844","49717","Ligonier, IN Urban Cluster",C,"5559117","140739",2.146,0.054,41.461938,-85.595922,20.3479557037354,./0.png
-79.244326,40.245122,"1845","49744","Ligonier, PA Urban Cluster",C,"7273761","0",2.808,0,40.245122,-79.244326,21.6464424133301,./0.png
-159.361677,21.975754,"1846","49771","Lihue, HI Urban Cluster",C,"19215325","69221",7.419,0.027,21.975754,-159.361677,,./0.png
-78.82701,35.397025,"1847","49798","Lillington, NC Urban Cluster",C,"6402742","0",2.472,0,35.397025,-78.82701,29.2834663391113,./0.png
-84.119864,40.739655,"1848","49852","Lima, OH Urbanized Area",U,"135489259","4232827",52.313,1.634,40.739655,-84.119864,25.0587024688721,./0.png
-89.378746,40.135388,"1849","49906","Lincoln, IL Urban Cluster",C,"24275927","0",9.373,0,40.135388,-89.378746,21.9869365692139,./0.png
-96.680368,40.807124,"1850","49933","Lincoln, NE Urbanized Area",U,"229138324","2948714",88.471,1.139,40.807124,-96.680368,10.7997007369995,./0.png
-100.698544,46.760466,"1851","49934","Lincoln, ND Urban Cluster",C,"3050350","0",1.178,0,46.760466,-100.698544,6.5519437789917,./0.png
-124.010017,44.954506,"1852","49960","Lincoln City, OR Urban Cluster",C,"18459353","2627180",7.127,1.014,44.954506,-124.010017,14.8822822570801,./0.png
-81.230523,35.47399,"1853","49987","Lincolnton, NC Urban Cluster",C,"76464718","338703",29.523,0.131,35.47399,-81.230523,27.9736461639404,./0.png
-95.411132,32.502655,"1854","50014","Lindale--Hideaway, TX Urban Cluster",C,"29206158","1166062",11.277,0.45,32.502655,-95.411132,28.5818691253662,./0.png
-119.093347,36.208713,"1855","50041","Lindsay, CA Urban Cluster",C,"19849837","0",7.664,0,36.208713,-119.093347,24.305082321167,./0.png
-97.607995,34.838297,"1856","50068","Lindsay, OK Urban Cluster",C,"4768571","10774",1.841,0.004,34.838297,-97.607995,22.7732963562012,./0.png
-97.674006,38.575601,"1857","50095","Lindsborg, KS Urban Cluster",C,"3867696","31174",1.493,0.012,38.575601,-97.674006,14.0802755355835,./0.png
-92.868109,45.372519,"1858","50122","Lindstrom--Chisago City, MN Urban Cluster",C,"13057625","5715115",5.042,2.207,45.372519,-92.868109,6.91424322128296,./0.png
-87.165565,39.037197,"1859","50149","Linton, IN Urban Cluster",C,"12624161","17166",4.874,0.007,39.037197,-87.165565,24.5880031585693,./0.png
-80.726376,40.765773,"1860","50176","Lisbon, OH Urban Cluster",C,"7605597","0",2.937,0,40.765773,-80.726376,29.2337055206299,./0.png
-73.215193,41.740678,"1861","50213","Litchfield, CT Urban Cluster",C,"8312885","62477",3.21,0.024,41.740678,-73.215193,11.6399383544922,./0.png
-89.647586,39.178856,"1862","50230","Litchfield, IL Urban Cluster",C,"17672696","23169",6.823,0.009,39.178856,-89.647586,22.2939987182617,./0.png
-94.522422,45.128039,"1863","50257","Litchfield, MN Urban Cluster",C,"8792141","45719",3.395,0.018,45.128039,-94.522422,8.05463790893555,./0.png
-94.361,45.978977,"1864","50311","Little Falls, MN Urban Cluster",C,"16332196","652319",6.306,0.252,45.978977,-94.361,5.64033889770508,./0.png
-74.856688,43.044835,"1865","50338","Little Falls, NY Urban Cluster",C,"10063551","372087",3.886,0.144,43.044835,-74.856688,11.6234521865845,./0.png
-102.333468,33.919353,"1866","50365","Littlefield, TX Urban Cluster",C,"6487747","0",2.505,0,33.919353,-102.333468,29.4142036437988,./0.png
-92.321221,34.756564,"1867","50392","Little Rock, AR Urbanized Area",U,"667702266","10845698",257.801,4.188,34.756564,-92.321221,24.4156932830811,./0.png
-77.084814,39.74574,"1868","50419","Littlestown, PA Urban Cluster",C,"9217966","9796",3.559,0.004,39.74574,-77.084814,17.6071033477783,./0.png
-71.765159,44.306312,"1869","50446","Littleton, NH Urban Cluster",C,"6543139","224808",2.526,0.087,44.306312,-71.765159,10.641261100769,./0.png
-121.66386,39.274299,"1870","50473","Live Oak (Sutter County), CA Urban Cluster",C,"4924254","0",1.901,0,39.274299,-121.66386,23.5941886901855,./0.png
-82.985439,30.290693,"1871","50500","Live Oak, FL Urban Cluster",C,"14498690","3873",5.598,0.001,30.290693,-82.985439,30.404016494751,./0.png
-121.755683,37.68507,"1872","50527","Livermore, CA Urbanized Area",U,"63117624","271318",24.37,0.105,37.68507,-121.755683,22.6915454864502,./0.png
-70.191785,44.485303,"1873","50554","Livermore Falls, ME Urban Cluster",C,"5500795","4453",2.124,0.002,44.485303,-70.191785,14.5072183609009,./0.png
-110.565796,45.658779,"1874","50608","Livingston, MT Urban Cluster",C,"10627206","57879",4.103,0.022,45.658779,-110.565796,9.7475700378418,./0.png
-85.324613,36.387824,"1875","50635","Livingston, TN Urban Cluster",C,"8679329","55644",3.351,0.021,36.387824,-85.324613,29.2109870910645,./0.png
-94.933456,30.710597,"1876","50662","Livingston, TX Urban Cluster",C,"14128374","28894",5.455,0.011,30.710597,-94.933456,29.4316349029541,./0.png
-91.528518,30.55409,"1877","50679","Livonia, LA Urban Cluster",C,"10000173","0",3.861,0,30.55409,-91.528518,30.1719036102295,./0.png
-98.678836,30.749773,"1878","50716","Llano, TX Urban Cluster",C,"5426176","102459",2.095,0.04,30.749773,-98.678836,24.8539867401123,./0.png
-104.722738,40.008331,"1879","50730","Lochbuie, CO Urban Cluster",C,"3129778","0",1.208,0,40.008331,-104.722738,9.31046390533447,./0.png
-97.677028,29.872185,"1880","50743","Lockhart, TX Urban Cluster",C,"20727613","0",8.003,0,29.872185,-97.677028,28.7118282318115,./0.png
-77.443169,41.129716,"1881","50770","Lock Haven, PA Urban Cluster",C,"27288363","563242",10.536,0.217,41.129716,-77.443169,16.9922542572021,./0.png
-78.678358,43.162301,"1882","50797","Lockport, NY Urban Cluster",C,"49929655","116268",19.278,0.045,43.162301,-78.678358,23.0379905700684,./0.png
-80.428998,35.260635,"1883","50813","Locust, NC Urban Cluster",C,"9927340","0",3.833,0,35.260635,-80.428998,28.7762718200684,./0.png
-121.275459,38.138811,"1884","50851","Lodi, CA Urbanized Area",U,"41254095","452326",15.928,0.175,38.138811,-121.275459,24.9679279327393,./0.png
-82.011465,41.033562,"1885","50878","Lodi, OH Urban Cluster",C,"3819672","20280",1.475,0.008,41.033562,-82.011465,27.2910079956055,./0.png
-89.535502,43.31537,"1886","50905","Lodi, WI Urban Cluster",C,"3689895","778",1.425,0,43.31537,-89.535502,8.73105716705322,./0.png
-82.403316,39.53658,"1887","50932","Logan, OH Urban Cluster",C,"9589992","122115",3.703,0.047,39.53658,-82.403316,28.8849658966064,./0.png
-111.836465,41.725006,"1888","50959","Logan, UT Urbanized Area",U,"113622241","105428",43.87,0.041,41.725006,-111.836465,9.65569877624512,./0.png
-81.989323,37.844328,"1889","50986","Logan, WV Urban Cluster",C,"20845397","963874",8.048,0.372,37.844328,-81.989323,31.5905532836914,./0.png
-86.351193,40.755635,"1890","51013","Logansport, IN Urban Cluster",C,"32191710","632575",12.429,0.244,40.755635,-86.351193,21.5402736663818,./0.png
-114.079672,46.75754,"1891","51026","Lolo, MT Urban Cluster",C,"4287054","154132",1.655,0.06,46.75754,-114.079672,12.1269407272339,./0.png
-120.462052,34.662566,"1892","51040","Lompoc, CA Urbanized Area",U,"27701718","73526",10.696,0.028,34.662566,-120.462052,17.4075698852539,./0.png
-83.452072,39.897863,"1893","51121","London, OH Urban Cluster",C,"14870768","19271",5.742,0.007,39.897863,-83.452072,25.960750579834,./0.png
-84.08267,37.054519,"1894","51131","London--Corbin, KY Urban Cluster",C,"130767982","883953",50.49,0.341,37.054519,-84.08267,28.3221187591553,./0.png
-76.491882,38.464565,"1895","51142","Long Beach, MD Urban Cluster",C,"15506902","44459",5.987,0.017,38.464565,-76.491882,21.518274307251,./0.png
-105.099006,40.169842,"1896","51175","Longmont, CO Urbanized Area",U,"68006995","1856893",26.258,0.717,40.169842,-105.099006,8.22907447814941,./0.png
-75.168768,38.634631,"1897","51202","Long Neck, DE Urban Cluster",C,"43894305","3625410",16.948,1.4,38.634631,-75.168768,18.724588394165,./0.png
-94.861446,45.97186,"1898","51229","Long Prairie, MN Urban Cluster",C,"4061893","0",1.568,0,45.97186,-94.861446,6.30449533462524,./0.png
-94.780934,32.518038,"1899","51256","Longview, TX Urbanized Area",U,"215122082","916508",83.059,0.354,32.518038,-94.780934,29.0278644561768,./0.png
-122.946359,46.144537,"1900","51283","Longview, WA--OR Urbanized Area",U,"85223134","4165292",32.905,1.608,46.144537,-122.946359,17.5080604553223,./0.png
-91.90253,34.78087,"1901","51310","Lonoke, AR Urban Cluster",C,"4551455","0",1.757,0,34.78087,-91.90253,24.2141342163086,./0.png
-93.426335,44.48007,"1902","51322","Lonsdale, MN Urban Cluster",C,"4957309","31187",1.914,0.012,44.48007,-93.426335,8.11798667907715,./0.png
-86.91344,38.676779,"1903","51337","Loogootee, IN Urban Cluster",C,"4704961","10534",1.817,0.004,38.676779,-86.91344,26.5189762115479,./0.png
-82.155415,41.405056,"1904","51364","Lorain--Elyria, OH Urbanized Area",U,"259488261","3051046",100.189,1.178,41.405056,-82.155415,26.8000888824463,./0.png
-106.29134,35.889238,"1905","51418","Los Alamos, NM Urban Cluster",C,"20934327","3183",8.083,0.001,35.889238,-106.29134,19.2491931915283,./0.png
-118.104332,33.982668,"1906","51445","Los Angeles--Long Beach--Anaheim, CA Urbanized Area",U,"4500807839","57052601",1737.772,22.028,33.982668,-118.104332,22.3422451019287,./0.png
-120.842602,37.063108,"1907","51472","Los Banos, CA Urban Cluster",C,"20999052","0",8.108,0,37.063108,-120.842602,25.3431358337402,./0.png
-106.710376,34.766537,"1908","51499","Los Lunas, NM Urbanized Area",U,"180242234","500607",69.592,0.193,34.766537,-106.710376,23.860897064209,./0.png
-122.110033,40.035528,"1909","51513","Los Molinos, CA Urban Cluster",C,"8255878","15909",3.188,0.006,40.035528,-122.110033,24.3404788970947,./0.png
-82.603837,38.110053,"1910","51580","Louisa, KY--WV Urban Cluster",C,"9286979","477874",3.586,0.185,38.110053,-82.603837,30.4776725769043,./0.png
-94.676649,38.617277,"1911","51607","Louisburg, KS Urban Cluster",C,"5467473","142276",2.111,0.055,38.617277,-94.676649,20.2050285339355,./0.png
-78.301598,36.097746,"1912","51634","Louisburg, NC Urban Cluster",C,"6242330","20858",2.41,0.008,36.097746,-78.301598,28.8483905792236,./0.png
-91.059805,39.443045,"1913","51661","Louisiana, MO Urban Cluster",C,"4518637","0",1.745,0,39.443045,-91.059805,22.1031513214111,./0.png
-82.399173,33.004542,"1914","51688","Louisville, GA Urban Cluster",C,"6188745","114581",2.389,0.044,33.004542,-82.399173,29.9306354522705,./0.png
-89.059714,33.124567,"1915","51742","Louisville, MS Urban Cluster",C,"10162774","0",3.924,0,33.124567,-89.059714,29.2846755981445,./0.png
-85.674586,38.231308,"1916","51755","Louisville/Jefferson County, KY--IN Urbanized Area",U,"1235208767","30351785",476.917,11.719,38.231308,-85.674586,28.479944229126,./0.png
-103.349534,32.950726,"1917","51769","Lovington, NM Urban Cluster",C,"18204537","63300",7.029,0.024,32.950726,-103.349534,29.4695472717285,./0.png
-87.417441,41.299639,"1918","51796","Lowell, IN Urban Cluster",C,"13069144","71984",5.046,0.028,41.299639,-87.417441,17.3930988311768,./0.png
-85.387959,42.933471,"1919","51823","Lowell, MI Urban Cluster",C,"12500953","242424",4.827,0.094,42.933471,-85.387959,13.7696552276611,./0.png
-75.486193,43.787392,"1920","51850","Lowville, NY Urban Cluster",C,"4591609","0",1.773,0,43.787392,-75.486193,10.749472618103,./0.png
-101.893174,33.559247,"1921","51877","Lubbock, TX Urbanized Area",U,"249847867","2063065",96.467,0.797,33.559247,-101.893174,30.6993236541748,./0.png
-82.965121,38.884861,"1922","51904","Lucasville, OH Urban Cluster",C,"5446110","13259",2.103,0.005,38.884861,-82.965121,29.3328456878662,./0.png
-88.598765,30.908997,"1923","51920","Lucedale, MS Urban Cluster",C,"6536445","0",2.524,0,30.908997,-88.598765,29.9789791107178,./0.png
-86.430986,43.962538,"1924","51958","Ludington, MI Urban Cluster",C,"21839626","585766",8.432,0.226,43.962538,-86.430986,10.7386360168457,./0.png
-94.738812,31.334315,"1925","51985","Lufkin, TX Urban Cluster",C,"99538566","651671",38.432,0.252,31.334315,-94.738812,29.8939781188965,./0.png
-83.663284,34.392519,"1926","52001","Lula, GA Urban Cluster",C,"7353150","22702",2.839,0.009,34.392519,-83.663284,25.9642066955566,./0.png
-97.645792,29.681375,"1927","52039","Luling, TX Urban Cluster",C,"7574298","0",2.924,0,29.681375,-97.645792,28.8521060943604,./0.png
-79.017383,34.638149,"1928","52066","Lumberton, NC Urban Cluster",C,"69019349","332916",26.649,0.129,34.638149,-79.017383,30.1881542205811,./0.png
-78.45099,38.664776,"1929","52093","Luray, VA Urban Cluster",C,"10087584","56062",3.895,0.022,38.664776,-78.45099,25.3237400054932,./0.png
-96.211957,43.655807,"1930","52147","Luverne, MN Urban Cluster",C,"5212128","10612",2.012,0.004,43.655807,-96.211957,7.58736658096313,./0.png
-76.699208,40.573655,"1931","52174","Lykens, PA Urban Cluster",C,"5002762","0",1.932,0,40.573655,-76.699208,15.2903270721436,./0.png
-79.207058,37.390803,"1932","52201","Lynchburg, VA Urbanized Area",U,"229878044","1401954",88.756,0.541,37.390803,-79.207058,29.0924396514893,./0.png
-122.470877,48.926016,"1933","52228","Lynden, WA Urban Cluster",C,"24168190","331769",9.331,0.128,48.926016,-122.470877,15.8271236419678,./0.png
-72.007642,44.527868,"1934","52255","Lyndonville, VT Urban Cluster",C,"5668142","50730",2.188,0.02,44.527868,-72.007642,10.641261100769,./0.png
-98.203893,38.344113,"1935","52309","Lyons, KS Urban Cluster",C,"4506191","0",1.74,0,38.344113,-98.203893,13.5950756072998,./0.png
-98.807505,29.224268,"1936","52341","Lytle, TX Urban Cluster",C,"10894776","131980",4.206,0.051,29.224268,-98.807505,28.605297088623,./0.png
-119.996101,46.212949,"1937","52352","Mabton, WA Urban Cluster",C,"1862540","0",0.719,0,46.212949,-119.996101,18.8741493225098,./0.png
-95.755751,34.930036,"1938","52363","McAlester, OK Urban Cluster",C,"26826238","80188",10.358,0.031,34.930036,-95.755751,23.8013343811035,./0.png
-98.17489,26.241434,"1939","52390","McAllen, TX Urbanized Area",U,"927513256","2432845",358.115,0.939,26.241434,-98.17489,31.7085399627686,./0.png
-82.137391,30.26719,"1940","52417","Macclenny, FL Urban Cluster",C,"24943960","0",9.631,0,30.26719,-82.137391,29.6217231750488,./0.png
-90.454095,31.249583,"1941","52471","McComb, MS Urban Cluster",C,"33530015","293513",12.946,0.113,31.249583,-90.454095,30.8332977294922,./0.png
-81.859655,39.656111,"1942","52498","McConnelsville, OH Urban Cluster",C,"3630394","324414",1.402,0.125,39.656111,-81.859655,29.5744400024414,./0.png
-100.618286,40.205058,"1943","52525","McCook, NE Urban Cluster",C,"12019073","0",4.641,0,40.205058,-100.618286,9.28271102905273,./0.png
-119.222215,35.675268,"1944","52552","McFarland, CA Urban Cluster",C,"9922649","0",3.831,0,35.675268,-119.222215,24.9245872497559,./0.png
-91.393754,33.621795,"1945","52579","McGehee, AR Urban Cluster",C,"6905776","0",2.666,0,33.621795,-91.393754,27.0189933776855,./0.png
-97.406963,31.437262,"1946","52606","McGregor, TX Urban Cluster",C,"5847649","0",2.258,0,31.437262,-97.406963,27.5267925262451,./0.png
-88.512198,36.13585,"1947","52633","McKenzie, TN Urban Cluster",C,"10211535","0",3.943,0,36.13585,-88.512198,25.9253768920898,./0.png
-89.336179,40.548732,"1948","52660","Mackinaw, IL Urban Cluster",C,"5931378","355120",2.29,0.137,40.548732,-89.336179,20.8769912719727,./0.png
-96.676585,33.204323,"1949","52687","McKinney, TX Urbanized Area",U,"191772081","1866800",74.044,0.721,33.204323,-96.676585,27.1577644348145,./0.png
-88.538464,38.093767,"1950","52714","McLeansboro, IL Urban Cluster",C,"3874059","14325",1.496,0.006,38.093767,-88.538464,23.31028175354,./0.png
-123.17431,45.21392,"1951","52741","McMinnville, OR Urban Cluster",C,"38119871","0",14.718,0,45.21392,-123.17431,19.2085456848145,./0.png
-85.784469,35.684092,"1952","52768","McMinnville, TN Urban Cluster",C,"34396779","0",13.281,0,35.684092,-85.784469,27.6662254333496,./0.png
-90.676698,40.460677,"1953","52795","Macomb, IL Urban Cluster",C,"22613340","18498",8.731,0.007,40.460677,-90.676698,18.5932159423828,./0.png
-83.670808,32.833366,"1954","52822","Macon, GA Urbanized Area",U,"253954343","2305808",98.052,0.89,32.833366,-83.670808,29.7409133911133,./0.png
-88.556125,33.114096,"1955","52849","Macon, MS Urban Cluster",C,"5499725","0",2.123,0,33.114096,-88.556125,29.7813243865967,./0.png
-92.470522,39.743122,"1956","52876","Macon, MO Urban Cluster",C,"7767197","1152",2.999,0,39.743122,-92.470522,21.7904815673828,./0.png
-97.663544,38.370946,"1957","52903","McPherson, KS Urban Cluster",C,"17953368","112121",6.932,0.043,38.370946,-97.663544,14.0802755355835,./0.png
-82.894329,32.062814,"1958","52930","McRae, GA Urban Cluster",C,"13599114","116151",5.251,0.045,32.062814,-82.894329,30.8819732666016,./0.png
-120.063832,36.971728,"1959","52984","Madera, CA Urbanized Area",U,"58004323","0",22.396,0,36.971728,-120.063832,25.0641822814941,./0.png
-96.779728,34.092221,"1960","53011","Madill, OK Urban Cluster",C,"6097312","174",2.354,0,34.092221,-96.779728,22.8737773895264,./0.png
-83.413508,30.465795,"1961","53038","Madison, FL Urban Cluster",C,"5183541","87915",2.001,0.034,30.465795,-83.413508,31.3142147064209,./0.png
-83.470712,33.591532,"1962","53065","Madison, GA Urban Cluster",C,"10877718","93951",4.2,0.036,33.591532,-83.470712,28.3506107330322,./0.png
-85.427774,38.77355,"1963","53092","Madison, IN--KY Urban Cluster",C,"35680597","860289",13.776,0.332,38.77355,-85.427774,26.4795188903809,./0.png
-97.116447,44.005948,"1964","53146","Madison, SD Urban Cluster",C,"7344802","0",2.836,0,44.005948,-97.116447,7.40751123428345,./0.png
-81.82687,38.062007,"1965","53173","Madison, WV Urban Cluster",C,"10582453","317853",4.086,0.123,38.062007,-81.82687,31.5905532836914,./0.png
-89.429873,43.087355,"1966","53200","Madison, WI Urbanized Area",U,"391132152","17790919",151.017,6.869,43.087355,-89.429873,10.6083717346191,./0.png
-87.49367,37.322816,"1967","53227","Madisonville, KY Urban Cluster",C,"48997970","500234",18.918,0.193,37.322816,-87.49367,27.1506576538086,./0.png
-84.360454,35.516919,"1968","53254","Madisonville, TN Urban Cluster",C,"16493828","0",6.368,0,35.516919,-84.360454,29.0665302276611,./0.png
-95.909285,30.954018,"1969","53281","Madisonville, TX Urban Cluster",C,"10272579","125168",3.966,0.048,30.954018,-95.909285,29.2092399597168,./0.png
-121.136546,44.621487,"1970","53308","Madras, OR Urban Cluster",C,"13795761","0",5.327,0,44.621487,-121.136546,16.6702289581299,./0.png
-89.730282,31.875444,"1971","53335","Magee, MS Urban Cluster",C,"7498171","0",2.895,0,31.875444,-89.730282,29.2676906585693,./0.png
-93.23365,33.274019,"1972","53362","Magnolia, AR Urban Cluster",C,"19526782","51413",7.539,0.02,33.274019,-93.23365,26.0292739868164,./0.png
-95.747543,30.214692,"1973","53372","Magnolia, TX Urban Cluster",C,"9794746","37416",3.782,0.014,30.214692,-95.747543,29.3761577606201,./0.png
-88.387551,40.198879,"1974","53416","Mahomet, IL Urban Cluster",C,"17722250","331963",6.843,0.128,40.198879,-88.387551,22.1706867218018,./0.png
-81.209236,35.575257,"1975","53443","Maiden, NC Urban Cluster",C,"10961462","32440",4.232,0.013,35.575257,-81.209236,27.9736461639404,./0.png
-96.021029,32.173308,"1976","53470","Malakoff, TX Urban Cluster",C,"8150495","25077",3.147,0.01,32.173308,-96.021029,28.6788711547852,./0.png
-89.975764,36.567501,"1977","53497","Malden, MO Urban Cluster",C,"8087345","0",3.123,0,36.567501,-89.975764,23.6901321411133,./0.png
-74.304641,44.865933,"1978","53524","Malone, NY Urban Cluster",C,"14704947","124628",5.678,0.048,44.865933,-74.304641,6.93098545074463,./0.png
-92.811575,34.360565,"1979","53551","Malvern, AR Urban Cluster",C,"24639450","14127",9.513,0.005,34.360565,-92.811575,24.6813507080078,./0.png
-81.188295,40.672904,"1980","53578","Malvern, OH Urban Cluster",C,"7135441","1973128",2.755,0.762,40.672904,-81.188295,29.9481525421143,./0.png
-118.979472,37.6426,"1981","53605","Mammoth Lakes, CA Urban Cluster",C,"8605104","2480",3.322,0.001,37.6426,-118.979472,17.9497261047363,./0.png
-92.415375,30.625738,"1982","53632","Mamou, LA Urban Cluster",C,"5727858","0",2.212,0,30.625738,-92.415375,29.964635848999,./0.png
-84.622843,32.853763,"1983","53659","Manchester, GA Urban Cluster",C,"10263974","36356",3.963,0.014,32.853763,-84.622843,29.9661140441895,./0.png
-91.45502,42.492561,"1984","53686","Manchester, IA Urban Cluster",C,"6839953","0",2.641,0,42.492561,-91.45502,11.1317672729492,./0.png
-83.770071,37.155758,"1985","53713","Manchester, KY Urban Cluster",C,"11361143","100311",4.387,0.039,37.155758,-83.770071,28.3221187591553,./0.png
-76.887851,39.66167,"1986","53726","Manchester, MD Urban Cluster",C,"7606363","12419",2.937,0.005,39.66167,-76.887851,17.6071033477783,./0.png
-71.479666,42.991043,"1987","53740","Manchester, NH Urbanized Area",U,"223425800","4195146",86.265,1.62,42.991043,-71.479666,12.1294593811035,./0.png
-86.072463,35.480117,"1988","53767","Manchester, TN Urban Cluster",C,"27557176","22486",10.64,0.009,35.480117,-86.072463,27.6662254333496,./0.png
-90.107066,30.433677,"1989","53794","Mandeville--Covington, LA Urbanized Area",U,"170300707","1673882",65.753,0.646,30.433677,-90.107066,29.652135848999,./0.png
-99.504709,34.877401,"1990","53821","Mangum, OK Urban Cluster",C,"3687882","0",1.424,0,34.877401,-99.504709,24.567024230957,./0.png
-96.591497,39.193688,"1991","53848","Manhattan, KS Urbanized Area",U,"53439780","382419",20.633,0.148,39.193688,-96.591497,14.3374223709106,./0.png
-90.170359,35.882237,"1992","53875","Manila, AR Urban Cluster",C,"4384541","0",1.693,0,35.882237,-90.170359,23.5239162445068,./0.png
-86.311777,44.242833,"1993","53902","Manistee, MI Urban Cluster",C,"19603886","1440567",7.569,0.556,44.242833,-86.311777,10.7386360168457,./0.png
-86.258195,45.966567,"1994","53929","Manistique, MI Urban Cluster",C,"8985716","381419",3.469,0.147,45.966567,-86.258195,3.91874027252197,./0.png
-87.653914,44.116625,"1995","53956","Manitowoc, WI Urban Cluster",C,"64337520","1862498",24.841,0.719,44.116625,-87.653914,7.25333309173584,./0.png
-93.991141,44.166448,"1996","53983","Mankato, MN Urbanized Area",U,"68254466","732602",26.353,0.283,44.166448,-93.991141,7.87264728546143,./0.png
-96.349788,36.128101,"1997","54010","Mannford, OK Urban Cluster",C,"7493923","822526",2.893,0.318,36.128101,-96.349788,23.6762256622314,./0.png
-80.221119,33.693581,"1998","54037","Manning, SC Urban Cluster",C,"10482650","26703",4.047,0.01,33.693581,-80.221119,30.2478942871094,./0.png
-97.528728,30.356936,"1999","54050","Manor, TX Urban Cluster",C,"9369566","0",3.618,0,30.356936,-97.528728,28.0847415924072,./0.png
-93.70302,32.032666,"2000","54064","Mansfield, LA Urban Cluster",C,"10428644","22624",4.027,0.009,32.032666,-93.70302,29.8640460968018,./0.png
-82.53038,40.755177,"2001","54091","Mansfield, OH Urbanized Area",U,"130237966","286467",50.285,0.111,40.755177,-82.53038,26.3812656402588,./0.png
-77.077833,41.804746,"2002","54118","Mansfield, PA Urban Cluster",C,"5313461","0",2.052,0,41.804746,-77.077833,18.5854873657227,./0.png
-121.204568,37.78645,"2003","54145","Manteca, CA Urbanized Area",U,"56361167","1104551",21.761,0.426,37.78645,-121.204568,24.7361183166504,./0.png
-75.719019,35.93271,"2004","54199","Manteo, NC Urban Cluster",C,"11801850","9205670",4.557,3.554,35.93271,-75.719019,24.2149505615234,./0.png
-111.638263,39.264249,"2005","54226","Manti, UT Urban Cluster",C,"4208552","0",1.625,0,39.264249,-111.638263,11.2913503646851,./0.png
-93.474118,31.566697,"2006","54253","Many, LA Urban Cluster",C,"6105444","0",2.357,0,31.566697,-93.474118,30.1798076629639,./0.png
-90.667819,42.065742,"2007","54280","Maquoketa, IA Urban Cluster",C,"7286601","0",2.813,0,42.065742,-90.667819,12.8799619674683,./0.png
-111.216379,32.435238,"2008","54295","Marana West, AZ Urban Cluster",C,"7699621","0",2.973,0,32.435238,-111.216379,28.8338108062744,./0.png
-81.025122,24.732338,"2009","54307","Marathon, FL Urban Cluster",C,"21282130","944644",8.217,0.365,24.732338,-81.025122,21.7200222015381,./0.png
-98.279724,30.577752,"2010","54334","Marble Falls, TX Urban Cluster",C,"9413177","68649",3.634,0.027,30.577752,-98.279724,24.8539867401123,./0.png
-88.607179,42.249137,"2011","54388","Marengo, IL Urban Cluster",C,"9246744","0",3.57,0,42.249137,-88.607179,13.5947113037109,./0.png
-90.765055,34.772263,"2012","54415","Marianna, AR Urban Cluster",C,"5565401","0",2.149,0,34.772263,-90.765055,24.0645771026611,./0.png
-85.240476,30.774659,"2013","54442","Marianna, FL Urban Cluster",C,"13967165","19055",5.393,0.007,30.774659,-85.240476,31.5554885864258,./0.png
-66.991607,18.184534,"2014","54469","Maricao, PR Urban Cluster",C,"3384313","220",1.307,0,18.184534,-66.991607,,./0.png
-112.025833,33.060506,"2015","54477","Maricopa, AZ Urban Cluster",C,"35387040","128906",13.663,0.05,33.060506,-112.025833,29.2522029876709,./0.png
-81.446324,39.407916,"2016","54486","Marietta, OH--WV Urban Cluster",C,"46569047","2905790",17.98,1.122,39.407916,-81.446324,30.0173072814941,./0.png
-87.616729,45.101353,"2017","54496","Marinette--Menominee, WI--MI Urban Cluster",C,"24463284","1241316",9.445,0.479,45.101353,-87.616729,4.47330045700073,./0.png
-85.661608,40.543832,"2018","54577","Marion, IN Urban Cluster",C,"58665457","215302",22.651,0.083,40.543832,-85.661608,21.9284019470215,./0.png
